offset,clen,ulen,kind,entry,mode,param,first_diff,corr_proxy_xz
575613,400,1126,zip,locale/en-US/help/images/image5.gif,valid,-15/6/8/0,,
576099,1745,2417,zip,locale/en-US/help/images/image6.gif,valid,-15/6/8/0,,
577930,2263,2950,zip,locale/en-US/help/images/image7.gif,valid,-15/6/8/0,,
580279,153,891,zip,locale/en-US/help/images/image8.gif,valid,-15/6/8/0,,
580518,754,1470,zip,locale/en-US/help/images/image9.gif,valid,-15/6/8/0,,
581361,1773,1972,zip,locale/en-US/help/images/imtaskbar.gif,valid,-15/6/8/0,,
583218,466,1141,zip,locale/en-US/help/images/link.gif,valid,-15/6/8/0,,
583775,3011,3208,zip,locale/en-US/help/images/locationbar.gif,valid,-15/6/8/0,,
586874,1810,2013,zip,locale/en-US/help/images/mailicon.gif,valid,-15/6/8/0,,
590427,4324,4563,zip,locale/en-US/help/images/navbuttons.gif,valid,-15/6/8/0,,
594838,1707,1913,zip,locale/en-US/help/images/newmail.gif,valid,-15/6/8/0,,
596632,220,940,zip,locale/en-US/help/images/numbers.gif,valid,-15/6/8/0,,
596941,2448,2996,zip,locale/en-US/help/images/paperclip.gif,valid,-15/6/8/0,,
599480,5297,5334,zip,locale/en-US/help/images/personalbar.gif,valid,-15/6/8/0,,
604861,70,820,zip,locale/en-US/help/images/read.gif,valid,-15/6/8/0,,
605022,346,1043,zip,locale/en-US/help/images/read_column.gif,valid,-15/6/8/0,,
605454,3368,3548,zip,locale/en-US/help/images/reload.gif,valid,-15/6/8/0,,
608908,2654,2849,zip,locale/en-US/help/images/search.gif,valid,-15/6/8/0,,
611653,9712,9871,zip,locale/en-US/help/images/searchmusic.gif,valid,-15/6/8/0,,
621468,1187,1416,zip,locale/en-US/help/images/search_personal_toolbar.gif,valid,-15/6/8/0,,
622739,201,932,zip,locale/en-US/help/images/sick.gif,valid,-15/6/8/0,,
634664,189,922,zip,locale/en-US/help/images/smile.gif,valid,-15/6/8/0,,
634946,11371,11799,zip,locale/en-US/help/images/spell_toolbar.gif,valid,-15/6/8/0,,
646416,2888,2899,zip,locale/en-US/help/images/tabbed_browsing_bar.gif,valid,-15/6/8/0,,
649389,569,1245,zip,locale/en-US/help/images/table.gif,valid,-15/6/8/0,,
650586,1772,1977,zip,locale/en-US/help/images/taskbar-ab.gif,valid,-15/6/8/0,,
652456,101,112,zip,locale/en-US/help/images/taskbar-aim-online.gif,valid,-15/6/8/0,,
652649,361,943,zip,locale/en-US/help/images/taskbar-mail.gif,valid,-15/6/8/0,,
653097,1624,1924,zip,locale/en-US/help/images/taskbar.gif,valid,-15/6/8/0,,
654814,13665,13845,zip,locale/en-US/help/images/taskbar_menus.gif,valid,-15/6/8/0,,
668565,74,76,zip,locale/en-US/help/images/thread.gif,valid,-15/6/8/0,,
668731,2214,2735,zip,locale/en-US/help/images/threadbutton.gif,valid,-15/6/8/0,,
671031,113,858,zip,locale/en-US/help/images/unread.gif,valid,-15/6/8/0,,
671228,189,922,zip,locale/en-US/help/images/wink.gif,valid,-15/6/8/0,,
671500,214,922,zip,locale/en-US/help/images/pen.gif,valid,-15/6/8/0,,
671797,208,924,zip,locale/en-US/help/images/key.gif,valid,-15/6/8/0,,
672088,400,911,zip,locale/en-US/pipnss/contents.rdf,valid,-15/6/8/0,,
672576,3750,11203,zip,locale/en-US/pipnss/pipnss.properties,valid,-15/6/8/0,,
676409,800,1751,zip,locale/en-US/pippki/contents.rdf,valid,-15/6/8/0,,
677290,2057,6163,zip,locale/en-US/pippki/pippki.dtd,valid,-15/6/8/0,,
679430,1255,3776,zip,locale/en-US/pippki/pref-ssl.dtd,valid,-15/6/8/0,,
680773,3198,9092,zip,locale/en-US/pippki/pippki.properties,valid,-15/6/8/0,,
684057,556,1152,zip,locale/en-US/pippki/PrefOverlay.dtd,valid,-15/6/8/0,,
684704,579,1049,zip,locale/en-US/pippki/newserver.properties,valid,-15/6/8/0,,
685367,482,838,zip,locale/en-US/pippki/newserver.dtd,valid,-15/6/8/0,,
685937,741,1817,zip,locale/en-US/pippki/pref-security.dtd,valid,-15/6/8/0,,
686768,525,1003,zip,locale/en-US/pippki/PageInfoOverlay.dtd,valid,-15/6/8/0,,
687379,1431,4650,zip,locale/en-US/pippki/certManager.dtd,valid,-15/6/8/0,,
688898,729,1731,zip,locale/en-US/pippki/deviceManager.dtd,valid,-15/6/8/0,,
689717,1194,3525,zip,locale/en-US/pippki/pref-validation.dtd,valid,-15/6/8/0,,
691001,795,1869,zip,locale/en-US/pippki/pref-masterpass.dtd,valid,-15/6/8/0,,
691880,494,1418,zip,locale/en-US/messenger/am-mdn.dtd,valid,-15/6/8/0,,
692465,55,56,zip,locale/en-US/messenger/am-mdn.properties,valid,-15/6/8/0,,
692610,359,824,zip,locale/en-US/messenger-mdn/contents.rdf,valid,-15/6/8/0,,
693060,1351,3219,zip,locale/en-US/messenger/msgmdn.properties,valid,-15/6/8/0,,
694497,296,771,zip,locale/en-US/messenger/am-smime.dtd,valid,-15/6/8/0,,
694886,426,1359,zip,locale/en-US/messenger/am-smime.properties,valid,-15/6/8/0,,
695415,283,873,zip,locale/en-US/messenger-smime/msgCompSMIMEOverlay.dtd,valid,-15/6/8/0,,
695808,148,194,zip,locale/en-US/messenger-smime/msgCompSMIMEOverlay.properties,valid,-15/6/8/0,,
696059,143,194,zip,locale/en-US/messenger-smime/msgReadSMIMEOverlay.dtd,valid,-15/6/8/0,,
696305,318,634,zip,locale/en-US/messenger-smime/msgCompSecurityInfo.dtd,valid,-15/6/8/0,,
696733,106,194,zip,locale/en-US/messenger-smime/msgCompSecurityInfo.properties,valid,-15/6/8/0,,
696942,228,442,zip,locale/en-US/messenger-smime/msgReadSecurityInfo.dtd,valid,-15/6/8/0,,
697276,1323,5182,zip,locale/en-US/messenger-smime/msgSecurityInfo.properties,valid,-15/6/8/0,,
698691,360,828,zip,locale/en-US/messenger-smime/contents.rdf,valid,-15/6/8/0,,
699137,356,816,zip,locale/en-US/messenger/contents.rdf,valid,-15/6/8/0,,
699606,487,852,zip,locale/en-US/messenger/addressbook/abAddressBookNameDialog.dtd,valid,-15/6/8/0,,
700196,931,2597,zip,locale/en-US/messenger/addressbook/abCardOverlay.dtd,valid,-15/6/8/0,,
701234,605,1163,zip,locale/en-US/messenger/addressbook/abCardViewOverlay.dtd,valid,-15/6/8/0,,
701945,450,772,zip,locale/en-US/messenger/addressbook/abDirTreeOverlay.dtd,valid,-15/6/8/0,,
702497,1428,5548,zip,locale/en-US/messenger/addressbook/abMainWindow.dtd,valid,-15/6/8/0,,
704030,510,871,zip,locale/en-US/messenger/addressbook/abNewCardDialog.dtd,valid,-15/6/8/0,,
704650,1161,3304,zip,locale/en-US/messenger/addressbook/abResultsPaneOverlay.dtd,valid,-15/6/8/0,,
705924,698,1518,zip,locale/en-US/messenger/addressbook/abSelectAddressesDialog.dtd,valid,-15/6/8/0,,
706728,694,1440,zip,locale/en-US/messenger/addressbook/abMailListDialog.dtd,valid,-15/6/8/0,,
707530,1545,3631,zip,locale/en-US/messenger/addressbook/addressBook.properties,valid,-15/6/8/0,,
709162,4949,23570,zip,locale/en-US/messenger/messenger.dtd,valid,-15/6/8/0,,
714206,688,1526,zip,locale/en-US/messenger/msgAccountCentral.dtd,valid,-15/6/8/0,,
714988,3358,8992,zip,locale/en-US/messenger/messenger.properties,valid,-15/6/8/0,,
718434,658,1486,zip,locale/en-US/messenger/threadpane.dtd,valid,-15/6/8/0,,
719180,571,1025,zip,locale/en-US/messenger/folderpane.dtd,valid,-15/6/8/0,,
719844,678,1410,zip,locale/en-US/messenger/newFolderDialog.dtd,valid,-15/6/8/0,,
720618,569,1073,zip,locale/en-US/messenger/renameFolderDialog.dtd,valid,-15/6/8/0,,
721276,926,2462,zip,locale/en-US/messenger/folderProps.dtd,valid,-15/6/8/0,,
722289,573,1217,zip,locale/en-US/messenger/subscribe.dtd,valid,-15/6/8/0,,
722956,499,886,zip,locale/en-US/messenger/subscribe.properties,valid,-15/6/8/0,,
723555,586,1446,zip,locale/en-US/messenger/msgFolderPickerOverlay.dtd,valid,-15/6/8/0,,
724236,735,1723,zip,locale/en-US/messenger/msgHdrViewOverlay.dtd,valid,-15/6/8/0,,
725065,278,763,zip,locale/en-US/messenger/mailTasksOverlay.dtd,valid,-15/6/8/0,,
725441,47,55,zip,locale/en-US/messenger/mailTurboMenu.properties,valid,-15/6/8/0,,
725586,180,661,zip,locale/en-US/messenger/mailNavigatorOverlay.dtd,valid,-15/6/8/0,,
725861,57,106,zip,locale/en-US/messenger/mailEditorOverlay.dtd,valid,-15/6/8/0,,
726007,102,265,zip,locale/en-US/messenger/mailOverlay.dtd,valid,-15/6/8/0,,
726201,363,939,zip,locale/en-US/messenger/msgSynchronize.dtd,valid,-15/6/8/0,,
726656,839,2549,zip,locale/en-US/messenger/offline.properties,valid,-15/6/8/0,,
727585,397,1569,zip,locale/en-US/messenger/SearchDialog.dtd,valid,-15/6/8/0,,
728076,246,691,zip,locale/en-US/messenger/FilterListDialog.dtd,valid,-15/6/8/0,,
728413,111,164,zip,locale/en-US/messenger/CustomHeaders.dtd,valid,-15/6/8/0,,
728614,489,1424,zip,locale/en-US/messenger/FilterEditor.dtd,valid,-15/6/8/0,,
729205,430,835,zip,locale/en-US/messenger/search-attributes.properties,valid,-15/6/8/0,,
729736,157,227,zip,locale/en-US/messenger/search-operators.properties,valid,-15/6/8/0,,
729984,331,614,zip,locale/en-US/messenger/search.properties,valid,-15/6/8/0,,
730406,468,1000,zip,locale/en-US/messenger/filter.properties,valid,-15/6/8/0,,
730965,93,113,zip,locale/en-US/messenger/custom.properties,valid,-15/6/8/0,,
731153,124,322,zip,locale/en-US/messenger/searchTermOverlay.dtd,valid,-15/6/8/0,,
731395,1212,3727,zip,locale/en-US/messenger/messengercompose/pref-composing_messages.dtd,valid,-15/6/8/0,,
732717,1279,3561,zip,locale/en-US/messenger/messengercompose/pref-formatting.dtd,valid,-15/6/8/0,,
734107,2281,8355,zip,locale/en-US/messenger/messengercompose/messengercompose.dtd,valid,-15/6/8/0,,
736506,196,374,zip,locale/en-US/messenger/messengercompose/addressingWidgetOverlay.dtd,valid,-15/6/8/0,,
736810,522,1429,zip,locale/en-US/messenger/messengercompose/askSendFormat.dtd,valid,-15/6/8/0,,
737439,386,807,zip,locale/en-US/messenger/messengercompose/sendProgress.dtd,valid,-15/6/8/0,,
737938,3454,9998,zip,locale/en-US/messenger/messengercompose/composeMsgs.properties,valid,-15/6/8/0,,
741485,2988,11023,zip,locale/en-US/messenger/imapMsgs.properties,valid,-15/6/8/0,,
744578,1174,2947,zip,locale/en-US/messenger/comm4xMailImportMsgs.properties,valid,-15/6/8/0,,
745853,1079,3424,zip,locale/en-US/messenger/eudoraImportMsgs.properties,valid,-15/6/8/0,,
747029,1019,2939,zip,locale/en-US/messenger/oeImportMsgs.properties,valid,-15/6/8/0,,
748150,966,2898,zip,locale/en-US/messenger/outlookImportMsgs.properties,valid,-15/6/8/0,,
749211,2224,9914,zip,locale/en-US/messenger/importMsgs.properties,valid,-15/6/8/0,,
751527,513,939,zip,locale/en-US/messenger/fieldMapExport.dtd,valid,-15/6/8/0,,
752132,686,1596,zip,locale/en-US/messenger/fieldMapImport.dtd,valid,-15/6/8/0,,
752908,1112,2678,zip,locale/en-US/messenger/importDialog.dtd,valid,-15/6/8/0,,
754119,777,1679,zip,locale/en-US/messenger/textImportMsgs.properties,valid,-15/6/8/0,,
754990,2361,6810,zip,locale/en-US/messenger/localMsgs.properties,valid,-15/6/8/0,,
757444,673,1288,zip,locale/en-US/messenger/downloadheaders.dtd,valid,-15/6/8/0,,
758206,1511,3584,zip,locale/en-US/messenger/news.properties,valid,-15/6/8/0,,
759806,766,1570,zip,locale/en-US/messenger/custreceipt.dtd,valid,-15/6/8/0,,
760664,968,2789,zip,locale/en-US/messenger/pref-diskspace.dtd,valid,-15/6/8/0,,
761723,1073,2831,zip,locale/en-US/messenger/pref-mailnews.dtd,valid,-15/6/8/0,,
762885,941,2163,zip,locale/en-US/messenger/pref-labels.dtd,valid,-15/6/8/0,,
763917,1052,2710,zip,locale/en-US/messenger/pref-receipts.dtd,valid,-15/6/8/0,,
765068,1116,3160,zip,locale/en-US/messenger/pref-viewing_messages.dtd,valid,-15/6/8/0,,
766272,261,500,zip,locale/en-US/messenger/aw-accname.dtd,valid,-15/6/8/0,,
766625,327,708,zip,locale/en-US/messenger/aw-accounttype.dtd,valid,-15/6/8/0,,
767037,327,811,zip,locale/en-US/messenger/aw-done.dtd,valid,-15/6/8/0,,
767450,219,363,zip,locale/en-US/messenger/aw-email.dtd,valid,-15/6/8/0,,
767758,409,809,zip,locale/en-US/messenger/aw-identity.dtd,valid,-15/6/8/0,,
768253,442,973,zip,locale/en-US/messenger/aw-login.dtd,valid,-15/6/8/0,,
768784,219,447,zip,locale/en-US/messenger/aw-mailtype.dtd,valid,-15/6/8/0,,
769090,715,2314,zip,locale/en-US/messenger/aw-server.dtd,valid,-15/6/8/0,,
769897,480,939,zip,locale/en-US/messenger/AccountManager.dtd,valid,-15/6/8/0,,
770468,1542,5577,zip,locale/en-US/messenger/AccountWizard.dtd,valid,-15/6/8/0,,
772099,361,881,zip,locale/en-US/messenger/am-advanced.dtd,valid,-15/6/8/0,,
772554,339,761,zip,locale/en-US/messenger/am-imap-advanced.dtd,valid,-15/6/8/0,,
772980,481,1500,zip,locale/en-US/messenger/am-copies.dtd,valid,-15/6/8/0,,
773549,666,2391,zip,locale/en-US/messenger/am-offline.dtd,valid,-15/6/8/0,,
774306,252,546,zip,locale/en-US/messenger/am-addressing.dtd,valid,-15/6/8/0,,
774643,567,1506,zip,locale/en-US/messenger/am-main.dtd,valid,-15/6/8/0,,
775308,215,343,zip,locale/en-US/messenger/am-identity-advanced.dtd,valid,-15/6/8/0,,
775614,967,2903,zip,locale/en-US/messenger/am-server-top.dtd,valid,-15/6/8/0,,
776671,1427,3383,zip,locale/en-US/messenger/prefs.properties,valid,-15/6/8/0,,
778201,149,256,zip,locale/en-US/messenger/am-serverwithnoidentities.dtd,valid,-15/6/8/0,,
778442,232,451,zip,locale/en-US/messenger/SmtpServerList.dtd,valid,-15/6/8/0,,
778767,193,444,zip,locale/en-US/messenger/smtpEditOverlay.dtd,valid,-15/6/8/0,,
779054,227,595,zip,locale/en-US/messenger/mailPrefsOverlay.dtd,valid,-15/6/8/0,,
779384,881,1997,zip,locale/en-US/messenger/addressbook/absync.properties,valid,-15/6/8/0,,
780370,1107,3076,zip,locale/en-US/messenger/addressbook/pref-addressing.dtd,valid,-15/6/8/0,,
781581,658,1703,zip,locale/en-US/messenger/addressbook/pref-directory.dtd,valid,-15/6/8/0,,
782347,1029,2922,zip,locale/en-US/messenger/addressbook/pref-directory-add.dtd,valid,-15/6/8/0,,
783485,869,2004,zip,locale/en-US/messenger/addressbook/replicationProgress.dtd,valid,-15/6/8/0,,
784470,1159,2688,zip,locale/en-US/messenger/addressbook/replicationProgress.properties,valid,-15/6/8/0,,
785718,2306,6408,zip,locale/en-US/messenger/mime.properties,valid,-15/6/8/0,,
788119,831,1536,zip,locale/en-US/messenger/mimeheader.properties,valid,-15/6/8/0,,
789040,1734,6103,zip,locale/en-US/messenger/vcard.properties,valid,-15/6/8/0,,
790864,602,1030,zip,locale/en-US/messenger/smime.properties,valid,-15/6/8/0,,
